"","ent","year","migr","equal_marriage","from_equal","from_non_equal","unempl","income","lgbt","discrim","dm_migr","dm_unemp","dm_income","Estado","Vivienda"
"17",1,2019,0.00361197110423117,0,4,9,0.554852077817428,6341.86625245258,0.195324283559578,0.0424710424710425,-0.00158005978049894,0.00510171724292885,0.00510171724292885,"Aguascalientes",130.32
"18",1,2019,0.00361197110423117,0,4,9,0.554852077817428,6341.86625245258,0.195324283559578,0.0424710424710425,-0.00158005978049894,0.00510171724292885,0.00510171724292885,"Aguascalientes",138.03
"19",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",97.12
"20",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",105.15
"21",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",113.48
"22",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",122.45
"23",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",130.32
"24",1,2020,0.00558233950773915,1,12,10,0.558776351970669,7010.15367412141,0.195324283559578,0.0424710424710425,0.000390308623009043,0.00902599139616966,0.00902599139616966,"Aguascalientes",138.03
"25",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",97.12
"26",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",105.15
"27",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",113.48
"28",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",122.45
"29",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",130.32
"30",1,2021,0.00349744417541028,1,5,8,0.534117647058823,7302.31526936564,0.195324283559578,0.0424710424710425,-0.00169458670931983,-0.015632713515676,-0.015632713515676,"Aguascalientes",138.03
"31",1,2022,0.00659229208924949,1,22,3,0.546913033857048,8119.05962059621,0.195324283559578,0.0424710424710425,0.00140026120451938,-0.0028373267174514,-0.0028373267174514,"Aguascalientes",97.12
"32",1,2022,0.00659229208924949,1,22,3,0.546913033857048,8119.05962059621,0.195324283559578,0.0424710424710425,0.00140026120451938,-0.0028373267174514,-0.0028373267174514,"Aguascalientes",105.15
"33",1,2022,0.00659229208924949,1,22,3,0.546913033857048,8119.05962059621,0.195324283559578,0.0424710424710425,0.00140026120451938,-0.0028373267174514,-0.0028373267174514,"Aguascalientes",113.48
"34",1,2022,0.00659229208924949,1,22,3,0.546913033857048,8119.05962059621,0.195324283559578,0.0424710424710425,0.00140026120451938,-0.0028373267174514,-0.0028373267174514,"Aguascalientes",122.45
"35",1,2022,0.00659229208924949,1,22,3,0.546913033857048,8119.05962059621,0.195324283559578,0.0424710424710425,0.00140026120451938,-0.0028373267174514,-0.0028373267174514,"Aguascalientes",130.32
